#Date,Amer Sport A,Cargotec,Elisa,Fortum,Huhtamaki,Kesko B,Kone,Konecranes,Metso,Metsa Board B,Neste,Nokia,Nokian Renkaat,Nordea,Orion B,Outokumpu,Outotec,Sampo A,Stora Enso R,Telia,Tieto,UPM-Kymmene,Valmet,Wartsila,YIT
2017-01-16,-0.180959906,-1.57329314,0.020201849,-0.146588918,-0.696111753,0.082523087,-0.077143603,-0.36647515,0.169927311,-0.652765625,-0.761847101,-0.524429556,0.276518013,-0.182716595,-0.358838965,-0.046629708,-0.158224564,-0.666821921,-0.578043957,-0.535098429,-0.266213025,-0.06082139,-0.929639092,-0.44759678,-0.314002961
2017-01-17,-0.676142402,0.321736989,-0.705017601,0.299132935,-0.910941316,-0.463345869,-0.946675538,-0.493423935,-0.074210506,-0.324515114,0.546329327,-0.28145332,-0.861187579,-0.301155295,-0.664909418,-0.428067835,-0.394915032,-0.635435774,0.217023112,-0.119680365,-0.932444777,-0.301482885,-0.75638974,-0.52468096,-0.050560607
2017-01-18,0.682975513,1.256643894,0.338643003,0.498709884,0.278040319,-0.117354769,-0.139158779,0.86795968,0.877015262,-0.139536875,0.441566651,-0.033986763,-1.043220473,0.522928717,0.740660276,0.318472738,0.645515832,0.112473136,0.265085044,-0.464010846,-0.096638308,0.527175969,1.90827729,0.425602701,0.319503298
2017-01-19,-0.3780413,0.564384583,-0.070272483,0.495081212,-0.536763699,0.22990138,0.488909812,0.341216959,0.332517018,1.079258742,1.461510016,0.055819649,1.166833155,0.227455327,0.079077221,0.347060178,1.087002306,0.277059027,1.47685929,-0.38996128,0.398113393,0.263324393,0.814097752,0.142539483,0.421561281
2017-01-20,0.114662185,0.86127105,0.987636047,0.174548537,1.031556623,-0.157203836,0.196646801,0.405638731,0.730127363,0.408037968,-0.576748279,0.348189411,-0.033809342,1.15003047,-0.317637173,-0.991648792,0.360480077,0.185197135,0.302921033,-0.1989134,0.174554216,0.282907127,0.272374113,0.931704571,-0.154278069
2017-01-23,0.236753489,0.083371411,-0.608131702,-0.342537195,-0.532247762,-0.18376988,-0.168846895,-0.171788766,-0.089912316,-0.573278954,-0.259203378,-1.651998947,-0.444835745,-0.524318742,-0.071603617,0.603802615,0.008633822,-0.782414803,-0.079529235,-1.01938259,0.198688446,-0.425678646,-0.082301552,-0.443173917,0.444793992
2017-01-24,0.698469333,0.863649948,-0.024679119,-0.505827426,-0.06259034,-0.399460858,2.332871692,0.389533288,0.774700243,0.336401833,0.54090121,0.08026695,-0.089000166,0.797207814,-0.958030736,0.79901399,0.826139195,0.678954808,0.772291817,0.346091405,-0.047099627,0.795150225,0.6561802,0.807864413,-0.570807397
2017-01-25,-0.130759928,0.533934688,0.624313926,0.136447483,0.313522679,0.445592359,0.305503227,1.338807041,0.815727552,0.441893402,-2.870670929,-0.641177891,0.295399085,1.291533549,0.814234904,-0.44957648,0.806666788,1.247733028,0.806037429,0.887393731,0.392397392,0.383397473,1.194326419,0.525433032,-0.287036421
2017-01-26,0.498289175,0.350759544,0.063658024,-0.306855255,0.813501391,-0.358346742,-3.916806624,0.451112923,0.158784091,-1.302397427,0.050742158,1.557083498,-0.047849113,0.991073266,0.951378011,-0.177042886,-0.603404082,0.980568023,0.106582927,0.840002009,-0.461827305,-0.909062977,0.292305455,0.050923039,-1.149550836
2017-01-27,-0.226201861,-0.076966312,-1.282771014,0.056011925,1.002525601,0.271015497,-1.967946733,-0.113998647,0.035702162,-0.24944437,0.29934996,-0.744455265,-0.198413555,-0.780520353,0.293326538,0.457053757,0.101295622,0.143093767,0.243610564,-1.706562562,0.417166732,0.472035112,-0.625558371,4.338572591,-0.903947885
2017-01-30,-0.762288043,-1.097989324,-0.615968062,-1.043475631,-1.554784871,-0.816927268,0.175535252,-0.982271496,-1.024929764,-1.190036639,-1.155385653,-1.345160374,-0.047849113,0.049173914,-0.327054726,-0.631991572,-0.707480741,-0.493049841,-1.143538605,-1.308916393,-1.077250153,-0.85083011,-0.424711776,-1.178632815,-0.500279523
2017-01-31,-1.994976384,-0.355773155,0.020914245,0.302156828,-1.172220514,0.084420662,0.712560286,0.145109508,0.19677234,-1.062956098,0.237469415,-0.705040228,-0.684964245,-0.11788699,-0.600752342,0.002649593,-0.43486704,-0.477739525,-1.940139565,0.706712791,-0.047099627,-6.791613233,-0.706305856,-0.170851937,-0.166309295
2017-02-01,0.293770748,0.834627393,0.429829731,-0.642507397,-0.234195936,-0.280546184,-0.457811226,0.053687435,0.690113074,0.741195063,-0.641885694,0.703423662,0.630901202,-0.006305267,-0.29056171,0.426832749,0.796259122,0.09180421,0.403646572,-0.481782742,0.593727673,3.125495582,-0.221820942,-0.307960684,0.312035641
2017-02-02,0.192131287,-2.187048818,-0.89095304,-2.173202118,-0.655468322,-4.792346032,-1.65193323,-0.063313871,0.350751378,0.086656676,0.492048148,2.8009023,1.563335657,0.271713999,1.069686013,1.862466754,0.778465371,0.127017936,0.733433234,-0.007125025,-0.071233856,1.43931911,0.022976815,0.698556519,0.170150152
2017-02-03,0.141311556,0.041502807,-0.438581379,0.058431039,0.032889466,1.421578222,0.13067321,-0.852006884,-2.629553424,-1.339196812,0.868216723,-0.168696381,0.798410195,-0.006305267,0.010211369,0.936505963,-0.450982135,0.46307936,-3.620773298,-0.166331591,-0.194445448,-1.865009602,-0.787564402,0.783222749,-3.640429407
2017-02-06,-0.963087953,-0.344354445,-0.57963585,-0.285083225,-0.005818563,0.517700193,-0.323884835,-0.570635323,0.110665641,-0.855407569,0.181016989,-0.395707032,-0.375121019,-0.061784447,0.170898357,0.088139651,-0.394915032,-0.440994768,-0.775915954,-0.607667004,-0.714601601,-0.412279933,-0.082812612,0.403488387,0.032828233
2017-02-07,-0.185298175,-0.27964842,0.16125632,0.316066737,0.452871584,0.019270601,-0.521805609,0.296216457,1.623610992,-0.146896751,-3.132306215,1.243259981,0.699647667,0.270467276,-0.016864094,0.74592303,1.084316457,0.480686223,-0.839316801,-0.249267105,-0.396410841,-0.203053879,0.483441908,1.817540803,-0.889842311
2017-02-08,0.143790567,1.182422277,0.483259455,0.357191684,0.241267691,0.652427989,0.230293333,-2.638289979,-0.768129197,0.051819925,2.453227167,0.429514106,-0.978347048,0.324699734,-1.495419819,0.267559869,-1.129494809,-0.298608834,-0.242633026,0.275003821,0.40128895,-0.416402614,-1.87305592,-0.551218137,-0.247208915
2017-02-09,-4.762792438,3.421441054,0.592968488,-0.112116535,-1.113513336,-0.59870619,-0.490138285,1.156436584,0.126873961,0.091563261,2.086286393,0.404567881,0.270224323,0.26797383,3.333430167,-0.069771921,0.164748811,0.479155192,0.466536121,0.153562533,-0.096638308,0.805456927,2.961060964,0.481204405,0.930606585
2017-02-10,-0.885618852,-0.664078333,-0.275442622,0.228373835,-0.140006398,-0.291299107,0.622836202,0.33079579,0.820792652,0.051819925,1.009890601,-0.251018925,-0.020253701,0.15763883,0.576441706,0.223725795,0.441727018,0.143093767,0.513064162,-0.087839051,0.027208395,0.447299027,-0.012797387,0.655591566,-0.273760586
2017-02-13,1.362224594,0.512524607,-0.690057279,0.397107074,-0.450315767,-0.023108565,0.761380744,1.252121863,1.050748189,0.445818669,-0.428017847,0.921952597,-0.25796155,0.157015468,0.366312569,0.536554066,1.423404928,-0.085795449,0.533004751,0.233536065,-0.146812101,0.190662143,0.3633428,0.256902078,0.186744946
2017-02-14,1.411185066,-0.116456019,0.22893397,0.05782626,0.072242629,-0.178709681,0.353663949,-0.117314474,-0.120809426,0.246120676,0.01220252,0.204000228,-0.512613951,-0.169626001,0.236821223,-0.411459893,0.067386775,-0.068188586,-0.0319786,0.193549299,0.695980592,-0.361261757,0.292305455,-0.263100218,-0.771189534
2017-02-15,0.20390659,0.346953307,-0.070272483,0.05782626,5.344921358,-0.579097919,0.525855023,-1.357907267,0.22614992,0.128362645,-0.06650519,0.245909887,0.985768521,0.320336203,0.007856981,0.288796253,-0.050119131,-0.138616038,1.378690237,-0.127825817,0.394937837,0.51223125,-0.831515565,-0.251095305,-0.122747961
2017-02-16,-2.068107215,-0.387650388,0.638561852,-0.026842748,-2.072182196,-0.02247604,0.031712823,-1.228116345,-0.450547432,0.244158042,0.043685604,0.350684034,-0.786147423,0.102159649,0.826006845,-0.19201726,-0.586281793,-0.297843318,-0.0319786,1.108801933,0.026573284,0.325164606,-0.669509534,0.041445476,0.002542734
2017-02-17,-0.910408964,-1.159840672,-0.184255894,-0.365518783,-1.476078544,-0.309642328,-0.063289149,-0.503371414,-0.825871337,-1.044311076,0.418768555,-0.15871789,0.006373451,-0.006305267,-0.494804878,-0.795348372,-0.965322272,0.143859283,-0.131681545,-0.046371295,-0.096003197,0.006172175,-0.712438577,-0.443805755,-0.091632722
2017-02-20,0.104126387,0.662395179,0.836608028,0.607570038,0.087725841,-0.238799543,-0.19061818,0.342164338,0.124847921,0.405094017,-0.379164785,0.265367943,0.245049561,-0.006305267,0.107918475,0.183703379,0.008633822,0.389589846,0.067724344,0.427545927,0.876987312,-0.039177315,0.269307753,0.182345248,0.408700315
2017-02-21,-0.088616737,0.340292393,0.087879499,0.392873623,-0.08129922,0.035083723,0.015879161,0.866064922,0.265151189,0.67201222,0.089824607,0.452963558,0.675925296,0.102159649,0.320402001,0.154571416,0.529688582,0.422507024,-0.081574424,0.58230952,-0.191269891,0.322072596,0.09299204,0.067350815,0.650569437
2017-02-22,-0.337757367,-0.217797072,-0.137237737,-0.277825881,-0.138070997,-0.659428577,-0.031621825,-0.314842994,-0.511835141,0.471823568,-0.191894715,0.157101324,-0.059468234,-1.208146398,-0.105153648,-0.266344603,-0.419759137,-0.050581724,-0.181277368,-0.045630799,-0.459286859,-0.174195113,-0.117053635,-0.418532253,-0.490322646
2017-02-23,-0.617885638,-0.331032616,0.176929039,0.015491756,-0.006463697,-0.037024112,-0.110790135,0.030950339,-0.355830063,-1.266088701,-0.349310136,0.260877622,0.292010174,-0.116640267,0.1820817,-0.411459893,-0.425466567,-0.032974861,-0.533049808,0.423102953,0.074841743,-0.812179977,0.301504535,-0.099454295,-0.59030628
2017-02-24,-0.201411748,-1.141285267,-0.474913591,-0.448373456,-0.87610409,-0.372894814,-0.015788163,-1.231432172,-0.975291785,-0.817626868,-0.747733994,0.156103475,0.044619724,-0.505617894,-0.280555561,-0.826930686,-0.748775674,-0.435636158,-0.589292494,-0.161888617,0.365722717,-0.407126582,-1.17085943,-0.641570905,-0.53512859
2017-02-27,0.106605399,0.100023697,-0.432169812,0.563421198,0.108370123,-0.198317952,0.538390005,0.442112822,0.128393491,0.801546053,0.23584098,0.300292658,-0.371247979,-0.96067185,-0.344124039,0.162739256,0.389352957,-0.828345749,0.373991337,-0.476599272,0.12247509,0.122122574,0.165562566,-0.086817544,0.161437886
2017-02-28,0.689792794,0.213735021,0.13418526,0.350539119,0.127079004,0.226106231,0.579953368,0.381954256,0.109652621,0.439930768,-2.250779858,-0.050950196,-0.00718219,0.219351626,-0.295270486,0.132245987,-0.054483636,-0.175360795,0.068746938,0.503076484,-0.094732974,0.00668751,0.23506673,-0.256150005,-0.12440744
2017-03-01,0.872619873,1.13198964,-0.001882437,0.514434129,0.428356499,0.428514187,-2.789317947,0.003476348,0.686060994,0.397243482,1.383345117,0.950890219,1.431168157,0.6108227,0.810703322,0.973261243,1.03597117,0.693499608,1.213541258,0.654878094,0.459084078,1.298632625,2.18936031,1.279215218,0.129492907
2017-03-02,-0.251611726,0.055300415,0.963414572,1.447002781,-0.043881459,-0.167324234,0.309461643,0.267321398,0.322386819,0.317266153,-0.034479294,0.112198118,-0.197929425,-0.398399702,0.688275141,-0.481158794,0.008633822,0.354376121,0.603563757,0.032861741,-0.358939274,0.384428144,-0.486550041,-0.778679652,-0.50816205
2017-03-03,-0.307389479,-0.076014753,-0.002594833,0.096532093,-0.345804088,-0.066120255,-0.1615898,-0.344211743,0.284905079,-0.952557944,0.157676081,0.393092617,0.081413607,0.608329254,0.178550118,0.747284337,0.191943035,0.002238865,-0.32444057,-0.121901852,-0.384978837,-0.239642672,-0.013308447,-1.25950802,-0.029402245
2017-03-06,-0.446833862,-0.564164618,0.263841389,-0.186504307,-0.119362116,0.180564441,0.19532733,-0.360317186,-0.622760829,-0.378978203,-0.468185919,-0.330846846,-0.096262117,-0.228845352,0.628826841,-0.575361215,-0.144123856,-0.31391915,-0.375058988,-0.044890303,-0.046464515,-0.531837678,-0.250951364,-0.444437593,0.322822257
2017-03-07,0.215062141,1.443625275,0.284500883,-0.513689548,0.107079856,-0.400093383,-0.388538954,0.700747288,-0.142589355,0.050838608,0.158761705,-0.312885564,0.872482091,0.105276457,0.296269523,-0.113061473,1.506330524,-0.723470088,0.213444032,0.458646745,0.147244431,-0.084011469,0.292305455,0.071141841,0.635634122
2017-03-08,0.515022501,-0.154518386,-0.313199627,-0.765882238,-0.460637908,-0.387442886,-0.325204307,0.017213343,0.036715182,-0.263182807,-0.01819494,-0.254012472,-0.408041862,0.160755638,-0.393566189,-0.113605996,-0.671893238,0.780768406,0.212421438,-0.587673621,0.025938173,-0.084011469,-0.182469319,0.031336076,0.159363536
2017-03-09,1.075898795,-0.404302674,0.943467475,-0.316531714,0.070307228,-0.257142764,-0.293536983,-0.594793487,-1.015306074,-0.027666745,-0.227177482,0.66001723,-1.344833488,0.602095638,0.345123076,-0.973679545,-0.747097018,0.528148201,-0.472716744,0.305364143,-0.240173461,-0.01650257,-0.421645416,-0.339552561,-0.850844545
2017-03-10,-1.444016135,-0.175928468,0.322970284,-0.696332695,0.485128275,0.489869099,-0.129922476,0.268268777,0.055456052,0.207849316,0.013830955,0.412550673,-0.020253701,0.322829649,0.414577525,-0.311539984,-0.329447456,-0.242726183,-0.130147653,0.110613785,-0.046464515,-0.197385193,-0.081279432,-0.340816236,0.793284665
2017-03-13,-0.280740108,0.024850521,-0.047475801,0.225954721,0.181270245,-0.534821179,-0.32784325,-1.193063322,0.110665641,0.011585931,0.09362429,0.090744364,-0.020253701,-0.006305267,0.017274533,0.811810273,0.71165487,0.03745259,0.75030604,-0.083396078,-0.582498451,-0.107201549,-0.184002499,0.37695121,0.962551563
2017-03-14,-0.115885861,-0.337217751,-0.156472437,-0.279035438,-0.21290652,-0.066120255,0.067338562,0.837169863,0.291996219,-0.027666745,-0.565349231,-0.189152286,-0.13644491,-0.777403545,1.282758135,-0.042818049,-0.911269555,-0.701270131,1.308642528,-0.47363729,0.537837879,-0.06185206,0.430802724,-0.101349808,-0.335576193
2017-03-15,-0.643295503,0.376451642,-0.156472437,-0.153241483,-0.08129922,-0.037024112,0.198626009,0.059371709,1.00769484,0.361916072,0.65597731,0.13115725,0.23778761,0.214988095,-0.030401826,1.908206658,0.533045893,0.793016659,0.811661698,-0.084877069,-0.582498451,0.36690675,0.156363485,0.004798899,-0.245134566
2017-03-16,0.466062029,-0.205902583,0.604366829,0.05782626,0.012245184,-0.287503958,0.083172224,0.073108704,0.17853798,0.66563366,0.929011644,0.607131232,0.847307329,0.324076372,0.494038123,-0.285947419,0.130839964,0.974443897,0.384728577,0.695605356,0.221552452,0.430292968,-0.420623296,0.097679017,-0.184148698
2017-03-17,0.021699263,0.314600295,0.512467704,0.562211641,-1.238669298,0.154630922,0.050185429,0.364427745,0.915003511,-0.027666745,-0.113729817,0.25738515,0.520519553,-3.218487503,0.833070009,-0.109522076,1.645323224,-0.032974861,0.381149497,1.149529195,0.463529857,0.315888574,-0.149250417,0.189295461,-1.167805109
2017-03-20,-0.143774737,0.361226695,-0.155047645,0.723082757,0.774148228,-0.169854333,0.147826344,-0.079893004,0.348218828,-0.065938105,-0.097988275,0.646047343,0.551503875,-0.528682273,-0.030401826,-0.27587375,-0.020574789,0.053528422,-0.261039724,-0.005644033,0.363182272,-0.061336725,-0.04703841,0.162126447,0.797018494
2017-03-21,-0.784599144,-1.49050749,-0.241247599,-0.441720891,-1.708971854,-0.540513903,-0.145756138,-1.429908071,-0.608578549,-0.643933772,1.050601486,-1.2174357,-1.12019715,-1.183835297,-0.777920046,-1.290863997,-0.815250443,-0.1707677,-1.146606388,-0.005644033,-0.626321131,-1.338337122,-0.562186926,-0.894937759,-0.759988048
2017-03-22,-0.992836088,-1.211700648,0.124924108,-1.078552791,-1.158672704,-0.395033184,-0.260550187,-0.439897022,0.035702162,-0.534026277,1.373574505,-0.459070445,0.269740193,-1.024878093,0.143234297,0.058735427,0.334628778,-0.796959603,-0.220135952,-0.312209236,-0.168405885,-0.266440098,-0.150783597,0.521642007,-0.093707071
2017-03-23,-0.432579547,0.956902749,0.317271113,0.565235534,0.015470853,0.43926711,1.155243085,0.803064219,1.040111479,0.594978841,0.216842567,0.211484096,0.765005223,1.130706261,-2.301209145,-0.202635451,1.225323544,-0.120243659,0.948178037,0.797793757,0.22028223,0.729702666,0.674067302,1.180648562,0.418242322
2017-03-24,-0.061967366,0.219444376,-0.864594376,0.05782626,-0.201939245,0.465200629,0.241508844,-1.547383066,-1.939180302,-1.479525131,-0.394906327,-0.289935036,-0.044944333,0.171352785,-0.355307383,0.001016025,-0.162589069,0.089507663,0.060566184,-0.004903538,-3.559900218,-0.084011469,-1.710538828,0.120425169,-0.31690705
2017-03-27,-2.396576205,-0.260141456,0.233208348,-0.110906978,-0.142586934,0.256467425,-0.272425434,-0.627004373,-0.861833546,-1.277864504,-0.502383063,0.581187157,-0.144190991,-0.421464081,-0.211689709,-1.053996638,-1.662300159,0.420210477,-0.495725116,0.146898072,0.054518181,-0.287053502,-0.720615538,-0.280791669,-0.029402245
2017-03-28,-0.421423996,0.239427119,0.231783555,0.519272358,0.212881802,0.37158695,0.033032295,0.343585407,0.307698029,-1.73172358,0.294464654,-0.41865756,0.202446117,0.349634197,0.331585344,0.152393326,0.218465797,0.054293937,0.01454944,0.146898072,0.537837879,0.073681074,0.661801861,0.661278104,-0.287036421
2017-03-29,0.680496502,-0.556552144,-0.305363268,0.348724783,0.231590683,0.873179166,-0.209090786,-0.156630702,0.19829187,-0.154747287,0.825334591,0.030873423,-0.304922164,-0.183963318,-0.030401826,0.404779581,0.306091629,0.261748712,-0.125034682,0.07062702,0.432409403,0.117999893,-0.04703841,0.348518521,-0.484929338
2017-03-30,-0.241075928,-0.066499161,0.017352264,0.346910447,0.445129978,0.20649796,-0.015788163,0.44400758,0.465222637,-0.496245576,0.036629051,0.210985171,0.178239615,0.76042948,-0.174608097,-0.028388199,-0.169639424,0.087976631,0.339734428,0.335724465,0.279347581,-1.728445799,0.23353355,0.763003948,0.198361302
2017-03-31,0.850928525,0.098120579,0.038724153,0.83678114,0.402551146,0.588542978,0.370157347,1.112857151,-0.195266395,0.525795998,-0.539294265,0.369144241,-0.032841082,0.519188548,0.01786313,-0.117689916,0.275540094,0.156873051,0.106582927,0.297218691,0.452097854,-0.481850173,-0.152316777,-0.09819062,-0.258410401
2017-04-03,-0.091715501,-0.261568795,0.658508949,-0.516713441,-0.979325501,-0.462713345,0.368178139,0.089214147,0.072170882,0.85355585,0.524074044,-0.748446661,-0.268128281,-0.18084651,0.041995608,-0.193106305,-0.109543546,-0.516015314,0.198105117,-0.420321602,-0.071868967,-0.297360204,-0.04703841,0.341568308,0.393765001
2017-04-04,0.200188073,0.486832508,0.016639867,-0.355842325,0.11288606,-2.758778597,0.570717065,0.230373617,-0.106120636,1.406527936,0.720571914,0.091243289,-0.094809727,-1.064773234,0.053767549,0.091134526,-0.438895814,0.365093341,0.014038143,-1.305213915,0.052612847,0.638488352,0.51103915,0.277120879,-0.684481736
2017-04-05,-0.033458737,0.562005685,-0.731376265,-6.536075178,-0.043881459,-0.514580383,0.236230956,-0.821690756,-0.285931684,1.756858077,-0.06650519,-0.758924075,-0.621543209,0.407606824,0.149708864,0.504154967,0.038513895,-0.067423071,-0.308079061,-0.742437214,-0.097273419,-0.318488943,0.744593587,0.461617441,0.035317452
2017-04-06,0.315462096,-0.115980239,0.231071159,0.521086694,0.034179734,0.485441425,0.42293622,-0.024471332,-0.468275281,0.514510854,-1.325828557,0.620103269,0.643488583,0.346517389,0.029635071,0.176080062,0.485372068,0.311507237,0.473182984,-1.622146057,-0.3716415,0.471519777,-0.458441739,0.334618095,0.461388786
2017-04-07,0.34273122,2.89618038,-4.094599276,-0.075829817,-0.043881459,0.22990138,0.155743175,1.026171973,0.488015586,-0.336781576,0.096338348,0.071286308,0.004436931,-0.359127923,0.07731143,-0.042818049,0.273861438,-0.101105765,0.739057502,-0.446979446,-0.022330286,0.421016936,0.500817949,0.2101461,-0.258825271
2017-04-10,-0.380520311,-0.588429377,0.042998531,-0.398176829,-0.004528296,-0.02247604,0.108242189,0.644851927,0.162329661,-0.143952801,0.198929778,0.591664572,0.338970788,0.052290722,0.136759729,0.059007689,0.184221218,0.139266188,0.058009698,0.232795569,0.002439055,-0.08504214,-0.217732462,0.634740927,0.198776172
2017-04-11,-0.324122805,-0.391456625,-0.568949905,-0.123002551,-0.61288949,-0.125577593,0.293627981,-0.46973946,0.2504624,0.08861931,-0.375907914,-0.771896113,-1.574795256,-0.124120606,-0.173430902,-0.482520101,-0.314003822,0.139266188,-0.57395358,0.94737388,-0.172851664,0.00668751,0.055173598,-0.582810014,2.009683061
2017-04-12,1.00648648,0.778485401,1.283280519,0.384406722,1.031556623,-0.037024112,0.537730269,0.003476348,0.24944938,0.473786202,0.798736813,0.473918388,0.1070725,0.405113378,0.539948691,-0.251097969,0.008633822,0.581734305,0.149531888,0.309066622,0.576579668,-0.245826693,3.478764781,0.814814626,0.985784275
2017-04-13,-0.320404288,-0.083151447,-0.159322023,-0.260892079,-0.785140221,-0.274220935,0.624155674,-0.388738556,-0.212487735,0.087147334,0.296093089,-0.290433961,-0.211000936,-0.653977951,0.158537819,-0.118234438,2.752564588,-0.117181596,0.239008889,-0.560275282,-0.296063256,0.075742414,0.805409731,0.265747803,0.275112224
2017-04-18,-0.004950107,-0.503740609,-0.226999673,-0.868089827,-0.595470877,-0.081933377,-0.672225398,-0.819322309,-1.37036958,-0.760219828,-0.341710771,-0.822786413,0.2343987,-0.065524617,-0.634302372,-1.051001763,0.089880763,0.001473349,-0.574976174,0.032861741,-0.372911723,-0.430831997,-0.740546879,-0.51709891,-0.758743438
2017-04-19,0.482175602,-0.122165374,-0.249796355,-0.549371487,0.134175476,0.87887189,-0.046795751,-0.19642062,0.073690412,-0.183205478,0.00623159,-0.153229721,-0.109333628,0.524798802,0.076722833,0.433639282,-0.099807343,-0.202919362,-0.305522576,0.468273188,-0.072504079,-0.527199662,0.615295398,-0.581546339,-0.336820803
2017-04-20,0.137593039,0.75612376,0.334368625,0.015491756,1.41928205,0.357671403,0.836590638,0.004423727,0.291996219,0.476239494,0.754226245,0.563225875,0.030579953,0.345270666,0.218574716,0.874158118,0.521295303,0.646803146,0.874551247,0.269079856,0.427963624,0.494709857,0.389917922,1.650103855,0.678780587
2017-04-21,-1.095095302,-1.107029137,-0.204202991,0.06266449,-0.430961752,0.21029311,-0.274404641,0.404217663,0.344673258,0.088128651,-0.612031045,-0.726992907,0.334129488,0.343400581,-0.362959144,-0.132392028,1.140719292,-0.015367998,-0.07697275,-0.32183568,-0.850515419,-0.062367395,-0.078213072,-0.631461505,-1.518785001
2017-04-24,0.14007205,1.600156762,0.399909086,0.999466592,1.659916966,0.252672275,1.942967767,2.062604593,2.206097485,0.508132294,-0.312398934,1.133995514,0.965435059,1.429296459,0.561726781,0.979250992,1.724220047,1.889235246,1.255978921,1.480530754,1.623243088,1.79953835,1.21170246,1.15284771,-0.060932353
2017-04-25,-0.671804132,-0.269657048,-0.854620828,-0.031076199,0.25804117,0.409538442,-0.772505257,-0.407212446,2.804792297,0.351612245,-0.270059614,0.353178656,-0.441930965,0.107146542,0.251536149,0.680035788,0.131511426,0.264810775,1.138380577,0.187625334,-0.293522811,3.493960185,-0.718571297,1.188230613,0.317843818
2017-04-26,-0.004330355,2.6135673,0.222522403,0.432789013,-0.043881459,-0.339370996,-0.270446226,0.221847206,2.53330294,0.160746104,0.483905971,-0.009040538,0.414010944,-0.632783657,1.87312095,0.139597043,0.495108272,0.394182941,0.096356984,0.226131108,0.224728009,-0.039177315,0.92704202,0.253111052,0.190893645
2017-04-27,0.141311556,1.321825699,0.087167103,1.023657738,3.148240694,-1.436801634,-1.958710431,2.694506382,0.124847921,-0.178298893,-2.406566843,2.131844533,0.287653004,0.051043999,0.534651318,-3.131895125,-0.477840628,-0.622422006,-2.979606671,-0.937928068,5.516475347,-0.73075703,-0.077190952,0.707402244,4.251639722
2017-04-28,-2.919027825,-0.33864509,-1.200133041,0.242283744,-0.87287842,0.139450325,-1.244216435,2.21607999,0.386713588,0.122965402,1.999436506,0.584180704,0.041230814,2.184810697,0.305687075,0.234616248,-0.114243782,-4.180539321,-1.735620705,-0.832037189,1.472086599,-0.441654034,-0.684330275,0.248056352,-0.423113731
2017-05-02,-0.553431345,-0.823940277,1.55185393,1.358705101,0.945753825,0.183094541,0.79436754,-0.394896519,0.566524635,0.682316047,0.609838308,1.138485834,0.685607896,0.652587927,1.786008591,-1.39160069,0.714340719,0.539630938,0.248212238,0.858514401,0.809665515,0.615813607,1.130443914,0.527328545,-0.341384371
2017-05-03,0.33405468,-1.24357788,0.308009961,0.324533638,0.330296158,-0.271690836,-0.404372616,-1.051430163,0.19829187,-1.228798658,0.261353135,0.150116381,-2.842731829,0.754195865,0.455190719,-0.721293289,-1.46858328,0.105583494,-0.452776155,0.344610413,-0.153163214,-0.651910758,-0.707839037,-0.541108736,-0.170457993
2017-05-04,0.301207781,0.280344164,1.248373099,0.672886131,0.027083262,-0.081300852,0.170257365,1.752337972,-0.54779735,-0.601246486,0.188616354,0.974339671,0.577646898,0.370205129,1.08793252,-1.032760254,-3.601483336,0.808326974,0.202195495,0.614891329,0.173283994,0.257655707,0.103724301,-0.091240407,0.146917441
2017-05-05,0.661284165,0.188994482,0.753257659,-0.028052305,-0.096782432,0.271015497,0.185431291,-0.663004775,-0.56907077,2.373615762,0.328118985,0.911475182,0.35785186,0.100912926,-0.188734425,0.483735367,0.370887743,1.387822415,0.664408118,0.533436806,0.776639727,0.297851846,0.283617434,-0.48866622,-0.141831974
2017-05-08,0.116521444,-0.440461923,-0.09021958,0.059035818,-0.596116011,0.705560077,-0.622745204,0.086845699,-1.016319094,-0.06446613,-0.67391159,0.10022393,-0.083190606,-0.490033855,0.391033644,-1.035210606,-1.176497171,-0.166174605,-0.355629696,0.606005381,0.041815955,-0.312820257,-0.407846795,-1.068061245,0.519470565
2017-05-09,-0.003710602,-0.035573487,0.830196461,-0.159289269,-0.205164914,0.882667039,0.713879758,0.08637201,-0.030650647,1.345195628,-0.766732407,0.67448604,-0.449192915,0.101536287,0.492272332,-0.013686087,0.999040742,-0.183781468,0.429722726,0.488266571,0.170108437,0.192208148,0.283617434,0.13811662,1.570335891
2017-05-10,-0.063206872,0.009625574,0.143446412,0.059035818,-0.856750075,0.190684839,-0.046795751,-0.643583505,-0.507783061,-0.493301625,0.106108961,-0.341823185,0.245049561,0.101536287,0.332762538,-0.386684112,-0.981773098,-0.015367998,1.149629114,-0.346272036,-1.165530623,0.337532649,0.251931712,-0.32438846,-0.411497375
2017-05-11,0.976738345,0.189470261,-0.217738521,-0.115745207,-0.298709319,-0.407683681,-0.016447899,0.261163434,-0.512848161,-0.280355853,-0.282001473,-0.299913527,-0.577971506,0.20875448,-0.030401826,-1.502683313,-0.135394845,-0.032209345,0.10249255,0.525291354,0.260294242,-0.080919459,0.3684534,-0.151264974,-0.080846106
2017-05-12,-1.193635999,-0.487088324,0.566609824,-0.028052305,-0.354835961,-0.037024112,0.399185727,-0.623214857,-0.648592839,-0.719495175,-0.138699159,0.366150694,-0.559090434,0.100912926,0.382204688,-0.509473973,-0.020239058,-0.725766636,0.013015549,0.822230113,-0.500569094,-0.290145513,-1.18261381,-0.735714699,-1.181910684
